Resampled version already cached
Resampled version already cached
         2617967 function calls (2562120 primitive calls) in 2.067 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 _serialization.py:5(<module>)
      414    0.000    0.000    0.001    0.000 _util.py:380(<genexpr>)
        1    0.000    0.000    0.001    0.001 scalars.py:1(<module>)
     1637    0.001    0.000    0.001    0.000 functools.py:64(wraps)
        1    0.000    0.000    0.001    0.001 _afm.py:1(<module>)
        1    0.000    0.000    0.001    0.001 discovery.py:13(<module>)
  276/110    0.000    0.000    0.001    0.000 model.py:81(__hash__)
        1    0.000    0.000    0.001    0.001 requirements.py:100(__init__)
       92    0.000    0.000    0.001    0.000 c_parser.py:1256(p_pointer)
     36/6    0.000    0.000    0.001    0.000 core.py:1503(makeOptionalList)
        1    0.000    0.000    0.001    0.001 _spectral.py:394(SpectralClustering)
       43    0.000    0.000    0.001    0.000 _base.py:51(__init__)
      181    0.000    0.000    0.001    0.000 enum.py:532(_get_mixins_)
        2    0.000    0.000    0.001    0.000 _bicluster.py:1(<module>)
      288    0.000    0.000    0.001    0.000 typing.py:830(<genexpr>)
     3322    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
       11    0.000    0.000    0.001    0.000 decorator.py:144(make)
        1    0.000    0.000    0.001    0.001 _locally_linear.py:1(<module>)
     3044    0.001    0.000    0.001    0.000 version.py:301(<genexpr>)
       49    0.000    0.000    0.001    0.000 typing.py:496(__init__)
        7    0.000    0.000    0.001    0.000 _dill.py:392(dump)
        1    0.000    0.000    0.001    0.001 _bayes.py:24(BayesianRidge)
        1    0.000    0.000    0.001    0.001 string.py:67(__init__)
       13    0.000    0.000    0.001    0.000 _docscrape.py:527(__str__)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _dict_learning.py:1441(DictionaryLearning)
        1    0.000    0.000    0.001    0.001 modes.py:6(<module>)
        3    0.000    0.000    0.001    0.000 __init__.py:1872(_has)
        1    0.000    0.000    0.001    0.001 _dbscan.py:1(<module>)
        1    0.000    0.000    0.001    0.001 units.py:1(<module>)
       29    0.000    0.000    0.001    0.000 overloads.py:38(extract_template)
        1    0.000    0.000    0.001    0.001 arbiter.py:5(<module>)
       13    0.000    0.000    0.001    0.000 posixpath.py:387(realpath)
      312    0.000    0.000    0.001    0.000 inspect.py:2573(__str__)
      100    0.000    0.000    0.001    0.000 c_parser.py:1627(p_typedef_name)
        1    0.000    0.000    0.001    0.001 compat_posix.py:7(<module>)
       12    0.000    0.000    0.001    0.000 __init__.py:230(define_aliases)
     1304    0.000    0.000    0.001    0.000 copyreg.py:90(__newobj__)
       45    0.001    0.000    0.001    0.000 {method 'reduce' of 'numpy.ufunc' objects}
       19    0.000    0.000    0.001    0.000 utils.py:129(_get_indent)
        1    0.000    0.000    0.001    0.001 ntpath.py:2(<module>)
        3    0.000    0.000    0.001    0.000 zipfile.py:1328(_RealGetContents)
       13    0.000    0.000    0.001    0.000 extending.py:394(intrinsic)
       29    0.000    0.000    0.001    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.001    0.001 layout_engine.py:1(<module>)
        4    0.000    0.000    0.001    0.000 module.py:11(parse_assembly)
       47    0.000    0.000    0.001    0.000 values.py:544(_to_string)
     1543    0.000    0.000    0.001    0.000 typing.py:329(__hash__)
        1    0.000    0.000    0.001    0.001 parsers.py:13(<module>)
        1    0.000    0.000    0.001    0.001 decimal.py:2(<module>)
       13    0.000    0.000    0.001    0.000 extending.py:431(_intrinsic)
       11    0.000    0.000    0.001    0.000 decorator.py:75(__init__)
        4    0.000    0.000    0.001    0.000 __init__.py:1748(zipinfo)
        1    0.000    0.000    0.001    0.001 _signaltools.py:4(<module>)
       38    0.000    0.000    0.001    0.000 getlimits.py:111(_float_to_str)
        7    0.000    0.000    0.001    0.000 values.py:996(descr_body)
        7    0.000    0.000    0.001    0.000 pickle.py:476(dump)
       80    0.000    0.000    0.001    0.000 enum.py:579(_find_new_)
        4    0.000    0.000    0.001    0.000 __init__.py:1702(load)
       27    0.000    0.000    0.001    0.000 core.py:5590(__add__)
        1    0.000    0.000    0.001    0.001 ElementTree.py:6(<module>)
      323    0.000    0.000    0.001    0.000 _param_validation.py:179(<listcomp>)
        1    0.001    0.001    0.001    0.001 _cm_listed.py:1(<module>)
        1    0.000    0.000    0.001    0.001 lexer.py:1(<module>)
       13    0.000    0.000    0.001    0.000 values.py:1139(descr)
        1    0.000    0.000    0.001    0.001 action.py:13(<module>)
     1931    0.000    0.000    0.001    0.000 sre_parse.py:168(__setitem__)
        6    0.000    0.000    0.001    0.000 _internal.py:650(_dtype_from_pep3118)
        1    0.000    0.000    0.001    0.001 _lil.py:1(<module>)
       11    0.000    0.000    0.001    0.000 __init__.py:2362(normalize_path)
        1    0.000    0.000    0.001    0.001 __init__.py:1126(<listcomp>)
        1    0.000    0.000    0.001    0.001 passmanagers.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _locally_linear.py:553(LocallyLinearEmbedding)
     2154    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:725(find_spec)
      106    0.000    0.000    0.001    0.000 core.py:2981(_generateDefaultName)
        3    0.000    0.000    0.001    0.000 subprocess.py:1101(_close_pipe_fds)
        1    0.000    0.000    0.001    0.001 visitor.py:1(<module>)
      102    0.000    0.000    0.001    0.000 functools.py:525(decorating_function)
        1    0.000    0.000    0.001    0.001 cmd.py:1(<module>)
      246    0.000    0.000    0.001    0.000 inspect.py:2555(replace)
      421    0.000    0.000    0.001    0.000 c_parser.py:199(_lex_type_lookup_func)
       48    0.001    0.000    0.001    0.000 _deprecated_my_exceptions.py:66(_mk_exception)
      471    0.001    0.000    0.001    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.001    0.001 add_newdocs.py:3(<module>)
     12/6    0.000    0.000    0.001    0.000 _internal.py:655(__dtype_from_pep3118)
      867    0.000    0.000    0.001    0.000 os.py:812(fsdecode)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        7    0.000    0.000    0.001    0.000 session.py:61(<genexpr>)
        1    0.000    0.000    0.001    0.001 hooks.py:15(<module>)
        1    0.000    0.000    0.001    0.001 _matfuncs.py:1(<module>)
        1    0.000    0.000    0.001    0.001 cyaml.py:3(<module>)
        1    0.000    0.000    0.001    0.001 monitoring.py:13(<module>)
        1    0.000    0.000    0.001    0.001 ElementTree.py:36(_get_py3_cls)
     1458    0.000    0.000    0.001    0.000 yacc.py:268(lexpos)
     5415    0.001    0.000    0.001    0.000 inspect.py:2857(parameters)
        1    0.000    0.000    0.001    0.001 _distn_infrastructure.py:824(_construct_default_doc)
        1    0.000    0.000    0.001    0.001 lsq_linear.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _isomap.py:25(Isomap)
        1    0.000    0.000    0.001    0.001 _markupbase.py:1(<module>)
        1    0.000    0.000    0.001    0.001 abstract.py:1(<module>)
      410    0.000    0.000    0.001    0.000 c_parser.py:343(_add_declaration_specifier)
        2    0.000    0.000    0.001    0.000 decorate.py:227(key)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
        1    0.000    0.000    0.001    0.001 blockprocessors.py:559(ReferenceProcessor)
        1    0.000    0.000    0.001    0.001 rsa.py:5(<module>)
        1    0.000    0.000    0.001    0.001 _nmf.py:1116(_BaseNMF)
        1    0.000    0.000    0.001    0.001 c_lexer.py:9(<module>)
       46    0.000    0.000    0.000    0.000 _cache.py:36(wrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:417(PercentStyle)
        1    0.000    0.000    0.000    0.000 extmath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bayes.py:420(ARDRegression)
       13    0.000    0.000    0.000    0.000 values.py:1141(<listcomp>)
       25    0.000    0.000    0.000    0.000 deprecation.py:242(__set_name__)
        1    0.000    0.000    0.000    0.000 equality_constrained_sqp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nrtdynmod.py:165(_define_nrt_unresolved_abort)
        1    0.000    0.000    0.000    0.000 __init__.py:1674(build)
       75    0.000    0.000    0.000    0.000 core.py:4948(__init__)
        1    0.000    0.000    0.000    0.000 link.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fields.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _logistic.py:783(LogisticRegression)
        1    0.000    0.000    0.000    0.000 socks.py:2(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.load_library}
        2    0.000    0.000    0.000    0.000 dsa.py:6(<module>)
        1    0.000    0.000    0.000    0.000 units.py:108(ConversionInterface)
        2    0.000    0.000    0.000    0.000 _manylinux.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compressed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nrt.py:1(<module>)
       10    0.000    0.000    0.000    0.000 inspect.py:1102(getfullargspec)
        1    0.000    0.000    0.000    0.000 __init__.py:21(<module>)
        2    0.000    0.000    0.000    0.000 _realtransforms.py:1(<module>)
      322    0.000    0.000    0.000    0.000 function_base.py:461(_add_docstring)
      175    0.000    0.000    0.000    0.000 c_parser.py:902(p_init_declarator)
      942    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
        1    0.000    0.000    0.000    0.000 binding.py:148(_register_osrandom_engine)
        1    0.000    0.000    0.000    0.000 basic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 version.py:10(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method cryptography.hazmat.bindings._openssl.ERR_clear_error}
      224    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        1    0.000    0.000    0.000    0.000 twodim_base.py:1(<module>)
      112    0.000    0.000    0.000    0.000 c_parser.py:779(p_declaration_specifiers_no_type_2)
        1    0.000    0.000    0.000    0.000 caching.py:1(<module>)
    14/13    0.000    0.000    0.000    0.000 posixpath.py:396(_joinrealpath)
       46    0.000    0.000    0.000    0.000 enum.py:932(__or__)
        1    0.000    0.000    0.000    0.000 _text_helpers.py:1(<module>)
      360    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 monkey.py:63(patch_all)
        1    0.000    0.000    0.000    0.000 _shgo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 isotonic.py:6(<module>)
        5    0.000    0.000    0.000    0.000 six.py:95(__get__)
        1    0.000    0.000    0.000    0.000 interpolative.py:32(<module>)
     50/7    0.000    0.000    0.000    0.000 _dill.py:343(save)
        2    0.000    0.000    0.000    0.000 _backend.py:1(<module>)
     4135    0.000    0.000    0.000    0.000 version.py:459(<lambda>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:4(<module>)
        1    0.000    0.000    0.000    0.000 blas.py:1(<module>)
       13    0.000    0.000    0.000    0.000 extending.py:349(_register)
        1    0.000    0.000    0.000    0.000 _logsumexp.py:1(<module>)
     4294    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 coroutines.py:1(<module>)
      198    0.000    0.000    0.000    0.000 pyplot.py:92(_copy_docstring_and_deprecators)
        1    0.000    0.000    0.000    0.000 monkey.py:128(patch_for_msvc_specialized_compiler)
  184/183    0.000    0.000    0.000    0.000 copy.py:200(_deepcopy_list)
      428    0.000    0.000    0.000    0.000 function_base.py:346(iterable)
        1    0.000    0.000    0.000    0.000 funcdesc.py:1(<module>)
     50/7    0.000    0.000    0.000    0.000 pickle.py:535(save)
       49    0.000    0.000    0.000    0.000 module.py:220(__next__)
       31    0.000    0.000    0.000    0.000 zipfile.py:917(read)
        1    0.000    0.000    0.000    0.000 instructions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ElementPath.py:59(<module>)
     6241    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
      132    0.000    0.000    0.000    0.000 ast.py:383(visit_Constant)
        1    0.000    0.000    0.000    0.000 _trustregion_krylov.py:1(<module>)
        1    0.000    0.000    0.000    0.000 disk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _psposix.py:5(<module>)
        1    0.000    0.000    0.000    0.000 bdf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:1690(S3ArnParamHandler)
        1    0.000    0.000    0.000    0.000 serializers.py:40(<module>)
        2    0.000    0.000    0.000    0.000 extension.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:8(<module>)
        1    0.000    0.000    0.000    0.000 winterm.py:2(<module>)
        9    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 monitoring.py:322(CSMSerializer)
        7    0.000    0.000    0.000    0.000 cparser.py:745(_get_struct_union_enum_type)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1575(_array_str_implementation)
       76    0.000    0.000    0.000    0.000 deprecation.py:187(finalize)
      156    0.000    0.000    0.000    0.000 c_parser.py:821(p_declaration_specifiers_5)
        1    0.000    0.000    0.000    0.000 figure.py:2280(Figure)
      205    0.000    0.000    0.000    0.000 typeconv.py:49(set_compatible)
        1    0.000    0.000    0.000    0.000 _internal_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _page_trend_test.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legend.py:292(Legend)
        1    0.000    0.000    0.000    0.000 text.py:921(CountVectorizer)
      395    0.000    0.000    0.000    0.000 plyparser.py:42(optrule)
        1    0.000    0.000    0.000    0.000 hashlib.py:5(<module>)
        1    0.000    0.000    0.000    0.000 langbulgarianmodel.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _pca.py:118(PCA)
        1    0.000    0.000    0.000    0.000 postproc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blockprocessors.py:498(HRProcessor)
     2743    0.000    0.000    0.000    0.000 _param_validation.py:226(__init__)
        1    0.000    0.000    0.000    0.000 _nmf.py:1699(MiniBatchNMF)
