Resampled version already cached
Resampled version already cached
         2617967 function calls (2562120 primitive calls) in 2.067 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _linear_loss.py:9(LinearModelLoss)
        1    0.000    0.000    0.000    0.000 streams.py:310(StreamWriter)
        3    0.000    0.000    0.000    0.000 core.py:4835(OneOrMore)
        1    0.000    0.000    0.000    0.000 credentials.py:1093(InstanceMetadataProvider)
        1    0.000    0.000    0.000    0.000 unix_events.py:572(_UnixWritePipeTransport)
        1    0.000    0.000    0.000    0.000 _pyio.py:1324(BufferedRWPair)
        1    0.000    0.000    0.000    0.000 eventstream.py:365(EventStreamHeaderParser)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5695(kappa4_gen)
        1    0.000    0.000    0.000    0.000 headerregistry.py:16(Address)
        1    0.000    0.000    0.000    0.000 rrule.py:1112(_iterinfo)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 _split.py:53(BaseCrossValidator)
        1    0.000    0.000    0.000    0.000 more.py:3399(callback_iter)
        1    0.000    0.000    0.000    0.000 decorators.py:4(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_void_type}
        1    0.000    0.000    0.000    0.000 containers.py:471(LiteralList)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 client.py:526(ClientEndpointBridge)
        1    0.000    0.000    0.000    0.000 transforms.py:2164(_BlendedMixin)
        1    0.000    0.000    0.000    0.000 paginate.py:591(Paginator)
        2    0.000    0.000    0.000    0.000 __init__.py:64(install)
        1    0.000    0.000    0.000    0.000 index_tricks.py:306(AxisConcatenator)
        2    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        1    0.000    0.000    0.000    0.000 arrayterator.py:16(Arrayterator)
        3    0.000    0.000    0.000    0.000 core.py:4443(_Indent)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8657(gennorm_gen)
        1    0.000    0.000    0.000    0.000 __init__.py:1638(_register)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 _label.py:683(MultiLabelBinarizer)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:205(AddrlistClass)
        1    0.000    0.000    0.000    0.000 general_name.py:119(UniformResourceIdentifier)
        1    0.000    0.000    0.000    0.000 offsetbox.py:569(DrawingArea)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5482(gibrat_gen)
        1    0.000    0.000    0.000    0.000 ftplib.py:679(FTP_TLS)
        1    0.000    0.000    0.000    0.000 dh.py:39(_DHParameters)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:286(CubicTriInterpolator)
        1    0.000    0.000    0.000    0.000 builtins.py:323(BitwiseLogicOperation)
        2    0.000    0.000    0.000    0.000 version.py:3(<module>)
       14    0.000    0.000    0.000    0.000 results.py:434(<lambda>)
        8    0.000    0.000    0.000    0.000 reduction.py:57(register)
        1    0.000    0.000    0.000    0.000 _multivariate.py:281(multivariate_normal_gen)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:31(LayoutGrid)
       10    0.000    0.000    0.000    0.000 rcsetup.py:377(validate_fontweight)
        4    0.000    0.000    0.000    0.000 utils.py:197(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:2251(Path)
        3    0.000    0.000    0.000    0.000 core.py:2524(CloseMatch)
        1    0.000    0.000    0.000    0.000 six.py:524(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 _memmapping_reducer.py:107(_WeakArrayKeyMap)
       17    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        1    0.000    0.000    0.000    0.000 templates.py:28(Signature)
        1    0.000    0.000    0.000    0.000 distance.py:1940(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ticker.py:1144(LogitFormatter)
        1    0.000    0.000    0.000    0.000 subprocess.py:18(SubprocessStreamProtocol)
        5    0.000    0.000    0.000    0.000 types.py:529(_wrap_packed)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 async_case.py:8(IsolatedAsyncioTestCase)
        1    0.000    0.000    0.000    0.000 dataflow.py:796(BlockInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:468(SelectableGroups)
        1    0.000    0.000    0.000    0.000 ssltransport.py:11(SSLTransport)
        1    0.000    0.000    0.000    0.000 builder.py:100(wrap)
        6    0.000    0.000    0.000    0.000 rcsetup.py:558(_validate_greaterequal0_lessthan1)
        1    0.000    0.000    0.000    0.000 models.py:941(RecordModel)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:287(NumpyUnpickler)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        4    0.000    0.000    0.000    0.000 {built-in method posix.isatty}
        1    0.000    0.000    0.000    0.000 modes.py:57(ModeWithAuthenticationTag)
        4    0.000    0.000    0.000    0.000 utils.py:105(__setattr__)
        2    0.000    0.000    0.000    0.000 __init__.py:229(Splitter)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        1    0.000    0.000    0.000    0.000 triangulation.py:5(Complex)
        1    0.000    0.000    0.000    0.000 targetconfig.py:140(TargetConfig)
        1    0.000    0.000    0.000    0.000 extensions.py:1894(OCSPNonce)
        1    0.000    0.000    0.000    0.000 _csc.py:16(csc_matrix)
        3    0.000    0.000    0.000    0.000 _shims.py:71(__new__)
        1    0.000    0.000    0.000    0.000 ir.py:712(Raise)
        1    0.000    0.000    0.000    0.000 _data.py:1362(RobustScaler)
        1    0.000    0.000    0.000    0.000 _arpack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 makefile.py:2(<module>)
        1    0.000    0.000    0.000    0.000 config.py:688(WorkerThreads)
        2    0.000    0.000    0.000    0.000 inspect.py:1520(currentframe)
        1    0.000    0.000    0.000    0.000 appdirs.py:362(AppDirs)
        1    0.000    0.000    0.000    0.000 rsa.py:392(RSAPublicNumbers)
        1    0.000    0.000    0.000    0.000 streams.py:390(StreamReader)
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
        1    0.000    0.000    0.000    0.000 containers.py:689(DictType)
        1    0.000    0.000    0.000    0.000 triangulation.py:612(VertexCache)
        1    0.000    0.000    0.000    0.000 ElementTree.py:540(ElementTree)
        1    0.000    0.000    0.000    0.000 caching.py:311(CacheImpl)
        1    0.000    0.000    0.000    0.000 crypto.py:883(X509Req)
       26    0.000    0.000    0.000    0.000 functions.py:38(signature)
        1    0.000    0.000    0.000    0.000 ast.py:62(_raise_malformed_node)
        2    0.000    0.000    0.000    0.000 decorator.py:286(<listcomp>)
        1    0.000    0.000    0.000    0.000 cpu_options.py:7(AbstractOptionValue)
        1    0.000    0.000    0.000    0.000 builder.py:135(wrap)
        1    0.000    0.000    0.000    0.000 general_name.py:254(OtherName)
        1    0.000    0.000    0.000    0.000 _internal.py:205(dummy_ctype)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6028(moyal_gen)
       24    0.000    0.000    0.000    0.000 value.py:123(is_function)
        1    0.000    0.000    0.000    0.000 retry.py:35(_RetryMeta)
        1    0.000    0.000    0.000    0.000 _ode.py:1110(dopri5)
        1    0.000    0.000    0.000    0.000 examples.py:29(<listcomp>)
        6    0.000    0.000    0.000    0.000 reduction.py:43(register)
       25    0.000    0.000    0.000    0.000 lex.py:1089(TOKEN)
        3    0.000    0.000    0.000    0.000 __init__.py:393(<genexpr>)
        1    0.000    0.000    0.000    0.000 values.py:1112(Block)
        2    0.000    0.000    0.000    0.000 __init__.py:755(__init__)
        1    0.000    0.000    0.000    0.000 ed25519.py:16(Ed25519PublicKey)
        1    0.000    0.000    0.000    0.000 ed25519.py:46(Ed25519PrivateKey)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 serialize.py:32(__init__)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        2    0.000    0.000    0.000    0.000 scalars.py:137(__init__)
        1    0.000    0.000    0.000    0.000 dh.py:115(_DHPrivateKey)
       15    0.000    0.000    0.000    0.000 functions.py:505(key)
        5    0.000    0.000    0.000    0.000 constructor.py:165(add_multi_constructor)
        1    0.000    0.000    0.000    0.000 _interpolate.py:1376(BPoly)
        1    0.000    0.000    0.000    0.000 _pyio.py:882(BytesIO)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6272(ncf_gen)
        1    0.000    0.000    0.000    0.000 builtins.py:236(<listcomp>)
        1    0.000    0.000    0.000    0.000 _zeros_py.py:1041(TOMS748Solver)
        1    0.000    0.000    0.000    0.000 md.py:43(TooManySymbolOrPunctuationPlugin)
        1    0.000    0.000    0.000    0.000 values.py:1020(ArgumentAttributes)
        1    0.000    0.000    0.000    0.000 axis.py:536(Ticker)
        8    0.000    0.000    0.000    0.000 getlimits.py:153(_register_type)
        7    0.000    0.000    0.000    0.000 pickle.py:205(__init__)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:134(__getattr__)
        1    0.000    0.000    0.000    0.000 builtins.py:242(<listcomp>)
        1    0.000    0.000    0.000    0.000 sharedexample.py:20(SharedExampleDocumenter)
        1    0.000    0.000    0.000    0.000 monitoring.py:24(Monitor)
        1    0.000    0.000    0.000    0.000 common.py:37(Buffer)
        2    0.000    0.000    0.000    0.000 abc.py:117(TraversableResources)
        1    0.000    0.000    0.000    0.000 pathlib.py:285(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 ticker.py:1340(EngFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:298(LZ4FrameDecompressor)
        1    0.000    0.000    0.000    0.000 models.py:1284(DeferredStructModel)
        1    0.000    0.000    0.000    0.000 algorithms.py:195(ChaCha20)
        3    0.000    0.000    0.000    0.000 testing.py:20(reset_pyparsing_context)
        1    0.000    0.000    0.000    0.000 _pyio.py:2170(flush)
        1    0.000    0.000    0.000    0.000 translate.py:14(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1135(ResourceManager)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6730(lomax_gen)
        1    0.000    0.000    0.000    0.000 _memmapping_reducer.py:313(ArrayMemmapForwardReducer)
        1    0.000    0.000    0.000    0.000 eventstream.py:449(EventStreamBuffer)
        2    0.000    0.000    0.000    0.000 contextlib.py:388(pop_all)
        1    0.000    0.000    0.000    0.000 base.py:262(RevokedCertificate)
        1    0.000    0.000    0.000    0.000 _kdtree.py:270(node)
        1    0.000    0.000    0.000    0.000 serialize.py:416(BaseRestSerializer)
        1    0.000    0.000    0.000    0.000 serialize.py:72(Serializer)
        1    0.000    0.000    0.000    0.000 reduction.py:170(CustomizablePickler)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6204(ncx2_gen)
        1    0.000    0.000    0.000    0.000 config.py:2013(CertReqs)
        7    0.000    0.000    0.000    0.000 _util.py:652(_rename_parameter)
        1    0.000    0.000    0.000    0.000 _oid.py:47(CRLEntryExtensionOID)
        1    0.000    0.000    0.000    0.000 yacc.py:1473(Grammar)
        1    0.000    0.000    0.000    0.000 _datasource.py:536(Repository)
        1    0.000    0.000    0.000    0.000 builtins.py:171(<listcomp>)
        1    0.000    0.000    0.000    0.000 ir.py:1078(Scope)
        1    0.000    0.000    0.000    0.000 bz2.py:30(BZ2File)
        1    0.000    0.000    0.000    0.000 transforms.py:2637(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 _spherical_voronoi.py:37(SphericalVoronoi)
        1    0.000    0.000    0.000    0.000 _coordinate_descent.py:2814(MultiTaskLassoCV)
        6    0.000    0.000    0.000    0.000 utils.py:87(__init__)
        1    0.000    0.000    0.000    0.000 request.py:2146(FancyURLopener)
        1    0.000    0.000    0.000    0.000 parser.py:63(HTMLParser)
        1    0.000    0.000    0.000    0.000 widgets.py:3452(EllipseSelector)
        1    0.000    0.000    0.000    0.000 _array_api.py:7(_ArrayAPIWrapper)
        1    0.000    0.000    0.000    0.000 compiler_lock.py:25(is_locked)
        5    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
       20    0.000    0.000    0.000    0.000 arraypad.py:521(_pad_dispatcher)
        1    0.000    0.000    0.000    0.000 decorate.py:21(MetaData)
        1    0.000    0.000    0.000    0.000 _coordinate_descent.py:1084(Lasso)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        1    0.000    0.000    0.000    0.000 _interpolate.py:1930(NdPPoly)
        1    0.000    0.000    0.000    0.000 base.py:25(OdeSolver)
        1    0.000    0.000    0.000    0.000 instructions.py:54(CallInstrAttributes)
        1    0.000    0.000    0.000    0.000 process_executor.py:487(_ExecutorManagerThread)
        1    0.000    0.000    0.000    0.000 compressor.py:231(BinaryZlibFile)
        1    0.000    0.000    0.000    0.000 config.py:809(Keepalive)
        1    0.000    0.000    0.000    0.000 core.py:41(Markdown)
        1    0.000    0.000    0.000    0.000 _afm.py:358(AFM)
        1    0.000    0.000    0.000    0.000 npytypes.py:67(Record)
       10    0.000    0.000    0.000    0.000 six.py:186(_get_module)
        2    0.000    0.000    0.000    0.000 identifier.py:77(__init__)
        1    0.000    0.000    0.000    0.000 _coordinate_descent.py:2179(MultiTaskElasticNet)
        1    0.000    0.000    0.000    0.000 parsers.py:1016(RestXMLParser)
        1    0.000    0.000    0.000    0.000 fft.py:12(set_fftlib)
        1    0.000    0.000    0.000    0.000 _bsplines.py:67(BSpline)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:36(EUCJPProber)
        3    0.000    0.000    0.000    0.000 unicode.py:268(Hangul)
        2    0.000    0.000    0.000    0.000 binding.py:129(__init__)
        1    0.000    0.000    0.000    0.000 builtins.py:46(<listcomp>)
        1    0.000    0.000    0.000    0.000 credentials.py:1762(AssumeRoleWithWebIdentityProvider)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7931(truncexpon_gen)
        1    0.000    0.000    0.000    0.000 request.py:1701(URLopener)
        1    0.000    0.000    0.000    0.000 dh.py:173(DHPublicKey)
        1    0.000    0.000    0.000    0.000 module.py:6(Module)
        4    0.000    0.000    0.000    0.000 polynomial.py:1217(_coeffs)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:480(LokyBackend)
        1    0.000    0.000    0.000    0.000 std.py:69(TRLock)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:28(is_prod_appengine)
        3    0.000    0.000    0.000    0.000 subprocess.py:241(_cleanup)
       24    0.000    0.000    0.000    0.000 six.py:80(_add_doc)
        1    0.000    0.000    0.000    0.000 _serialization.py:62(BestAvailableEncryption)
        1    0.000    0.000    0.000    0.000 transforms.py:2578(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 __init__.py:1760(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 npydecl.py:25(Numpy_rules_ufunc)
        2    0.000    0.000    0.000    0.000 _pyio.py:1277(flush)
        1    0.000    0.000    0.000    0.000 containers.py:29(Pair)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1221(_get_parent_path)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8983(argus_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6123(nakagami_gen)
        2    0.000    0.000    0.000    0.000 six.py:169(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 _pyio.py:1025(BufferedReader)
        1    0.000    0.000    0.000    0.000 debuginfo.py:28(AbstractDIBuilder)
        1    0.000    0.000    0.000    0.000 gzip.py:393(_GzipReader)
        1    0.000    0.000    0.000    0.000 __init__.py:12(<listcomp>)
        1    0.000    0.000    0.000    0.000 errors.py:291(HighlightColorScheme)
        1    0.000    0.000    0.000    0.000 _tight_bbox.py:1(<module>)
       10    0.000    0.000    0.000    0.000 case.py:1405(_deprecate)
        1    0.000    0.000    0.000    0.000 process.py:14(LokyProcess)
        1    0.000    0.000    0.000    0.000 models.py:434(UniTupleModel)
        1    0.000    0.000    0.000    0.000 config.py:543(ConfigFile)
        1    0.000    0.000    0.000    0.000 utils.py:1115(ArgumentGenerator)
        1    0.000    0.000    0.000    0.000 tarfile.py:327(_Stream)
        1    0.000    0.000    0.000    0.000 six.py:107(MovedModule)
        1    0.000    0.000    0.000    0.000 templates.py:512(_OverloadFunctionTemplate)
        1    0.000    0.000    0.000    0.000 _ode.py:1238(lsoda)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:735(MixedContainerUnroller)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:115(TokenList)
        1    0.000    0.000    0.000    0.000 postprocessors.py:116(AndSubstitutePostprocessor)
        1    0.000    0.000    0.000    0.000 _internal.py:614(_Stream)
        1    0.000    0.000    0.000    0.000 credentials.py:1122(EnvProvider)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5206(loggamma_gen)
        1    0.000    0.000    0.000    0.000 pydoc.py:1764(<listcomp>)
        6    0.000    0.000    0.000    0.000 model.py:507(check_not_partial)
        1    0.000    0.000    0.000    0.000 ipaddress.py:385(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.000    0.000 _multivariate.py:198(multi_rv_generic)
        1    0.000    0.000    0.000    0.000 headerregistry.py:330(AddressHeader)
        1    0.000    0.000    0.000    0.000 more.py:2562(seekable)
        1    0.000    0.000    0.000    0.000 crypto.py:2523(PKCS12)
        1    0.000    0.000    0.000    0.000 layout_engine.py:193(ConstrainedLayoutEngine)
        1    0.000    0.000    0.000    0.000 timeit.py:83(Timer)
       14    0.000    0.000    0.000    0.000 typing.py:286(__init_subclass__)
        1    0.000    0.000    0.000    0.000 polar.py:692(_WedgeBbox)
        1    0.000    0.000    0.000    0.000 types.py:109(PointerType)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:224(QuotedString)
        1    0.000    0.000    0.000    0.000 scale.py:405(SymmetricalLogScale)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 sslproto.py:284(_SSLProtocolTransport)
        1    0.000    0.000    0.000    0.000 blockprocessors.py:244(CodeBlockProcessor)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        3    0.000    0.000    0.000    0.000 actions.py:7(OnlyOnce)
        1    0.000    0.000    0.000    0.000 utils.py:2523(ContainerMetadataFetcher)
       28    0.000    0.000    0.000    0.000 _pyio.py:844(raw)
        2    0.000    0.000    0.000    0.000 markers.py:55(Node)
        1    0.000    0.000    0.000    0.000 passmanagers.py:103(PassManager)
       18    0.000    0.000    0.000    0.000 values.py:51(_binop)
        1    0.000    0.000    0.000    0.000 transforms.py:1080(TransformedBbox)
        1    0.000    0.000    0.000    0.000 more.py:2874(run_length)
        1    0.000    0.000    0.000    0.000 version.py:45(Version)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3548(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8593(wrapcauchy_gen)
        1    0.000    0.000    0.000    0.000 _ltisys.py:879(ZerosPolesGain)
        1    0.000    0.000    0.000    0.000 poly1305.py:19(_Poly1305Context)
        1    0.000    0.000    0.000    0.000 tasks.py:98(Task)
        3    0.000    0.000    0.000    0.000 module.py:145(get_unique_name)
        1    0.000    0.000    0.000    0.000 cm.py:79(__init__)
        1    0.000    0.000    0.000    0.000 config.py:1657(OnReload)
        1    0.000    0.000    0.000    0.000 core.py:6480(MaskedConstant)
        1    0.000    0.000    0.000    0.000 builtins.py:45(<listcomp>)
        1    0.000    0.000    0.000    0.000 _oid.py:176(AttributeOID)
        1    0.000    0.000    0.000    0.000 _search.py:202(ParameterSampler)
        1    0.000    0.000    0.000    0.000 locks.py:106(Lock)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3711(halfcauchy_gen)
        2    0.000    0.000    0.000    0.000 typed_passes.py:95(__init__)
        1    0.000    0.000    0.000    0.000 models.py:1142(GeneratorModel)
        1    0.000    0.000    0.000    0.000 awsrequest.py:601(HeadersDict)
        1    0.000    0.000    0.000    0.000 algorithms.py:51(AES256)
        1    0.000    0.000    0.000    0.000 packer.py:60(ArgPacker)
        1    0.000    0.000    0.000    0.000 compressor.py:81(CompressorWrapper)
        1    0.000    0.000    0.000    0.000 connectionpool.py:105(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 synchronize.py:360(Barrier)
        1    0.000    0.000    0.000    0.000 identifier.py:66(LiteralParamsIdentifier)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:46(NumpyArrayWrapper)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:3841(rv_sample)
        1    0.000    0.000    0.000    0.000 extras.py:214(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 transforms.py:2699(AffineDeltaTransform)
        1    0.000    0.000    0.000    0.000 _dict_learning.py:1231(SparseCoder)
       12    0.000    0.000    0.000    0.000 types.py:132(_calculate_meta)
        1    0.000    0.000    0.000    0.000 models.py:513(StructModel)
        1    0.000    0.000    0.000    0.000 ir.py:1325(FunctionIR)
       18    0.000    0.000    0.000    0.000 builder.py:29(_binop)
        1    0.000    0.000    0.000    0.000 memory.py:856(Memory)
        1    0.000    0.000    0.000    0.000 crypto.py:2084(Revoked)
        4    0.000    0.000    0.000    0.000 logger.py:136(trace)
        1    0.000    0.000    0.000    0.000 backend_tools.py:854(ToolPan)
        1    0.000    0.000    0.000    0.000 yacc.py:2099(LRGeneratedTable)
        1    0.000    0.000    0.000    0.000 link.py:166(LogLink)
        1    0.000    0.000    0.000    0.000 yacc.py:109(PlyLogger)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3970(invgamma_gen)
        1    0.000    0.000    0.000    0.000 {built-in method uarray._uarray.set_global_backend}
        1    0.000    0.000    0.000    0.000 widgets.py:2635(ToolLineHandles)
        1    0.000    0.000    0.000    0.000 executionengine.py:41(ExecutionEngine)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6969(powerlaw_gen)
        3    0.000    0.000    0.000    0.000 requirements.py:67(<lambda>)
        3    0.000    0.000    0.000    0.000 core.py:3405(GoToColumn)
        1    0.000    0.000    0.000    0.000 event.py:296(RecordingListener)
        2    0.000    0.000    0.000    0.000 _pep440.py:158(_compare)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7661(skew_norm_gen)
        1    0.000    0.000    0.000    0.000 config.py:2036(SuppressRaggedEOFs)
       17    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 ir.py:1024(Var)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:252(__subclasshook__)
        1    0.000    0.000    0.000    0.000 builtins.py:410(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:603(RcParams)
        1    0.000    0.000    0.000    0.000 containers.py:299(Tuple)
        3    0.000    0.000    0.000    0.000 index_tricks.py:316(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:897(MetadataPathFinder)
        1    0.000    0.000    0.000    0.000 unix_events.py:1252(ThreadedChildWatcher)
       11    0.000    0.000    0.000    0.000 __init__.py:2368(_cygwin_patch)
        1    0.000    0.000    0.000    0.000 polar.py:442(_ThetaShift)
        1    0.000    0.000    0.000    0.000 base.py:24(CipherContext)
        1    0.000    0.000    0.000    0.000 axis.py:31(<listcomp>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7034(powerlognorm_gen)
        1    0.000    0.000    0.000    0.000 generators.py:208(GeneratorLower)
        6    0.000    0.000    0.000    0.000 values.py:615(__hash__)
        1    0.000    0.000    0.000    0.000 _store_backends.py:335(FileSystemStoreBackend)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:672(keys)
        1    0.000    0.000    0.000    0.000 _oid.py:166(SubjectInformationAccessOID)
        1    0.000    0.000    0.000    0.000 scalars.py:230(EnumMember)
        1    0.000    0.000    0.000    0.000 backend_tools.py:481(ToolViewsPositions)
        1    0.000    0.000    0.000    0.000 triangulation.py:6(Triangulation)
        1    0.000    0.000    0.000    0.000 extras.py:1545(__init__)
        4    0.000    0.000    0.000    0.000 types.py:489(packed)
        1    0.000    0.000    0.000    0.000 signers.py:33(RequestSigner)
        1    0.000    0.000    0.000    0.000 _parser.py:241(parserinfo)
        1    0.000    0.000    0.000    0.000 radau.py:542(RadauDenseOutput)
        2    0.000    0.000    0.000    0.000 builder.py:264(goto_block)
        1    0.000    0.000    0.000    0.000 config.py:1157(Group)
        2    0.000    0.000    0.000    0.000 npyio.py:72(__init__)
        1    0.000    0.000    0.000    0.000 _arrays.py:10(_sparray)
        2    0.000    0.000    0.000    0.000 compressor.py:153(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        7    0.000    0.000    0.000    0.000 parsers.py:161(_text_content)
        1    0.000    0.000    0.000    0.000 model.py:297(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8747(halfgennorm_gen)
        1    0.000    0.000    0.000    0.000 config.py:1673(WhenReady)
        8    0.000    0.000    0.000    0.000 format.py:194(_check_version)
        1    0.000    0.000    0.000    0.000 queues.py:332(SimpleQueue)
        1    0.000    0.000    0.000    0.000 postproc.py:62(PostProcessor)
        3    0.000    0.000    0.000    0.000 types.py:300(_create_instance)
        1    0.000    0.000    0.000    0.000 builtins.py:378(<listcomp>)
        1    0.000    0.000    0.000    0.000 scale.py:123(FuncTransform)
        1    0.000    0.000    0.000    0.000 imputils.py:253(_IternextResult)
        1    0.000    0.000    0.000    0.000 modes.py:109(CBC)
        1    0.000    0.000    0.000    0.000 funcdesc.py:24(FunctionDescriptor)
        1    0.000    0.000    0.000    0.000 ec.py:217(_EllipticCurvePublicKey)
        1    0.000    0.000    0.000    0.000 auth.py:198(SigV4Auth)
       10    0.000    0.000    0.000    0.000 six.py:199(__get_module)
        1    0.000    0.000    0.000    0.000 process_executor.py:153(_ExecutorFlags)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 credentials.py:693(CachedCredentialFetcher)
        1    0.000    0.000    0.000    0.000 ed448.py:12(Ed448PublicKey)
        1    0.000    0.000    0.000    0.000 _ltisys.py:300(dlti)
        1    0.000    0.000    0.000    0.000 pool.py:150(_PoolCache)
        1    0.000    0.000    0.000    0.000 transports.py:72(WriteTransport)
        1    0.000    0.000    0.000    0.000 executionengine.py:220(_ObjectCacheRef)
        1    0.000    0.000    0.000    0.000 _tags.py:1(<module>)
        3    0.000    0.000    0.000    0.000 util.py:125(LRUMemo)
        1    0.000    0.000    0.000    0.000 _qmc.py:1284(Sobol)
       20    0.000    0.000    0.000    0.000 values.py:1031(align)
        1    0.000    0.000    0.000    0.000 model.py:248(ListShape)
        1    0.000    0.000    0.000    0.000 _data.py:2040(Binarizer)
        1    0.000    0.000    0.000    0.000 lowering.py:24(BaseLower)
        1    0.000    0.000    0.000    0.000 client.py:31(ClientDocumenter)
        1    0.000    0.000    0.000    0.000 queues.py:34(Queue)
        1    0.000    0.000    0.000    0.000 typing.py:2001(re)
        1    0.000    0.000    0.000    0.000 _utils.py:8(NameScope)
        1    0.000    0.000    0.000    0.000 getlimits.py:595(iinfo)
        2    0.000    0.000    0.000    0.000 six.py:129(_LazyModule)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5630(mielke_gen)
        1    0.000    0.000    0.000    0.000 widgets.py:576(RangeSlider)
        1    0.000    0.000    0.000    0.000 cpu_options.py:20(FastMathOptions)
        1    0.000    0.000    0.000    0.000 synth.py:122(Sampler)
        3    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5969(kappa3_gen)
